Fecha;Temperatura;Humedad_rel;WH2;WH3;WH4;WH5;WH6;WH7;FH1;Consumo
14/01/2009 14:00;280,4453658;0,711761134;0;1;0;0;0;0;0;5020
14/01/2009 15:00;280,9221578;0,68809469;0;1;0;0;0;0;0;4279
14/01/2009 16:00;280,919105;0,687756338;0;1;0;0;0;0;0;4166
14/01/2009 17:00;280,1667914;0,733223713;0;1;0;0;0;0;0;3854
14/01/2009 18:00;278,4900812;0,814148892;0;1;0;0;0;0;0;3919
14/01/2009 19:00;276,8975887;0,863689614;0;1;0;0;0;0;0;4191
14/01/2009 20:00;275,9250664;0,868054933;0;1;0;0;0;0;0;4200
14/01/2009 21:00;275,2273698;0,877581905;0;1;0;0;0;0;0;4217
14/01/2009 22:00;274,8557276;0,88190425;0;1;0;0;0;0;0;4593
14/01/2009 23:00;274,7955786;0,855455275;0;1;0;0;0;0;0;3886
15/01/2009 0:00;274,8397644;0,821846593;0;0;1;0;0;0;0;3461
15/01/2009 1:00;274,8437336;0,779497879;0;0;1;0;0;0;0;3273
15/01/2009 2:00;274,563106;0,792364793;0;0;1;0;0;0;0;3019
15/01/2009 3:00;274,3529388;0,83903119;0;0;1;0;0;0;0;3068
15/01/2009 4:00;273,6290799;0,850693728;0;0;1;0;0;0;0;3179
15/01/2009 5:00;272,9866007;0,848605325;0;0;1;0;0;0;0;3149
15/01/2009 6:00;272,6964718;0,840003802;0;0;1;0;0;0;0;2574
